Fecha,Tienda,Producto,Ventas,Ventas_Monto,Descuento_Aplicado,Categoría,Región,Temperatura_Promedio_C,Precipitacion_mm
2023-04-23 00:00:00,7,10,40,7192.13,5.76,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,7,11,25,19670.75,0.0,Alimentos,Centro,27.1,8.1
2023-04-23 00:00:00,7,12,28,12050.9,7.37,Alimentos,Centro,27.1,8.1
2023-04-23 00:00:00,7,13,42,26499.48,0.0,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,7,14,73,58456.99,9.23,Salud,Centro,27.1,8.1
2023-04-23 00:00:00,7,15,105,28950.6,0.0,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,7,16,78,60274.66,1.37,Ropa,Centro,27.1,8.1
2023-04-23 00:00:00,7,17,79,50412.6,0.52,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,7,18,71,16079.63,5.11,Hogar,Centro,27.1,8.1
2023-04-23 00:00:00,7,19,87,28836.72,16.96,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,7,20,42,14646.66,0.0,Salud,Centro,27.1,8.1
2023-04-23 00:00:00,8,1,79,51608.33,0.0,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,8,2,27,3911.93,8.6,Alimentos,Centro,27.1,8.1
2023-04-23 00:00:00,8,3,98,31480.46,0.71,Alimentos,Centro,27.1,8.1
2023-04-23 00:00:00,8,4,90,8643.6,0.0,Ropa,Centro,27.1,8.1
2023-04-23 00:00:00,8,5,69,16534.37,11.11,Salud,Centro,27.1,8.1
2023-04-23 00:00:00,8,6,61,9460.92,7.32,Hogar,Centro,27.1,8.1
2023-04-23 00:00:00,8,7,45,30792.55,6.19,Alimentos,Centro,27.1,8.1
2023-04-23 00:00:00,8,8,56,48003.12,8.95,Salud,Centro,27.1,8.1
2023-04-23 00:00:00,8,9,45,34329.26,0.64,Hogar,Centro,27.1,8.1
2023-04-23 00:00:00,8,10,53,9709.37,3.98,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,8,11,68,53504.44,0.0,Alimentos,Centro,27.1,8.1
2023-04-23 00:00:00,8,12,96,38649.21,13.35,Alimentos,Centro,27.1,8.1
2023-04-23 00:00:00,8,13,61,38487.34,0.0,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,8,14,25,21541.29,2.33,Salud,Centro,27.1,8.1
2023-04-23 00:00:00,8,15,34,9374.48,0.0,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,8,16,62,47563.57,2.08,Ropa,Centro,27.1,8.1
2023-04-23 00:00:00,8,17,35,20430.01,9.0,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,8,18,63,14955.62,0.53,Hogar,Centro,27.1,8.1
2023-04-23 00:00:00,8,19,33,10546.87,19.93,Electrónica,Centro,27.1,8.1
2023-04-23 00:00:00,8,20,48,16739.04,0.0,Salud,Centro,27.1,8.1
2023-04-23 00:00:00,9,1,17,11105.59,0.0,Electrónica,Sur,29.6,18.5
2023-04-23 00:00:00,9,2,45,6921.5,2.97,Alimentos,Sur,29.6,18.5
2023-04-23 00:00:00,9,3,36,11350.28,2.55,Alimentos,Sur,29.6,18.5
2023-04-23 00:00:00,9,4,43,4129.72,0.0,Ropa,Sur,29.6,18.5
2023-04-23 00:00:00,9,5,21,5167.72,8.71,Salud,Sur,29.6,18.5
2023-04-23 00:00:00,9,6,36,5745.74,4.63,Hogar,Sur,29.6,18.5
2023-04-23 00:00:00,9,7,24,17362.13,0.83,Alimentos,Sur,29.6,18.5
2023-04-23 00:00:00,9,8,36,30725.61,9.34,Salud,Sur,29.6,18.5
2023-04-23 00:00:00,9,9,24,15199.06,17.52,Hogar,Sur,29.6,18.5
2023-04-23 00:00:00,9,10,79,14226.59,5.61,Electrónica,Sur,29.6,18.5
2023-04-23 00:00:00,9,11,23,18097.09,0.0,Alimentos,Sur,29.6,18.5
2023-04-23 00:00:00,9,12,35,16194.74,0.41,Alimentos,Sur,29.6,18.5
2023-04-23 00:00:00,9,13,43,27130.42,0.0,Electrónica,Sur,29.6,18.5
2023-04-23 00:00:00,9,14,40,32688.75,7.36,Salud,Sur,29.6,18.5
2023-04-23 00:00:00,9,15,32,8823.04,0.0,Electrónica,Sur,29.6,18.5
2023-04-23 00:00:00,9,16,50,37675.25,3.82,Ropa,Sur,29.6,18.5
2023-04-23 00:00:00,9,17,26,15870.63,4.84,Electrónica,Sur,29.6,18.5
2023-04-23 00:00:00,9,18,110,23248.49,11.44,Hogar,Sur,29.6,18.5
2023-04-23 00:00:00,9,19,38,14716.98,2.97,Electrónica,Sur,29.6,18.5
2023-04-23 00:00:00,9,20,70,24411.1,0.0,Salud,Sur,29.6,18.5
2023-04-23 00:00:00,10,1,58,37889.66,0.0,Electrónica,Oeste,11.1,5.5
2023-04-23 00:00:00,10,2,82,12379.0,4.77,Alimentos,Oeste,11.1,5.5
2023-04-23 00:00:00,10,3,87,26747.14,4.97,Alimentos,Oeste,11.1,5.5
2023-04-23 00:00:00,10,4,68,6530.72,0.0,Ropa,Oeste,11.1,5.5
2023-04-23 00:00:00,10,5,35,8572.77,9.14,Salud,Oeste,11.1,5.5
2023-04-23 00:00:00,10,6,69,10993.34,4.8,Hogar,Oeste,11.1,5.5
2023-04-23 00:00:00,10,7,33,22404.54,6.93,Alimentos,Oeste,11.1,5.5
2023-04-23 00:00:00,10,8,17,15540.04,2.9,Salud,Oeste,11.1,5.5
2023-04-23 00:00:00,10,9,63,45696.66,5.53,Hogar,Oeste,11.1,5.5
2023-04-23 00:00:00,10,10,34,6137.28,5.39,Electrónica,Oeste,11.1,5.5
2023-04-23 00:00:00,10,11,46,36194.18,0.0,Alimentos,Oeste,11.1,5.5
2023-04-23 00:00:00,10,12,73,33769.02,0.43,Alimentos,Oeste,11.1,5.5
2023-04-23 00:00:00,10,13,35,22082.9,0.0,Electrónica,Oeste,11.1,5.5
2023-04-23 00:00:00,10,14,41,33039.62,8.65,Salud,Oeste,11.1,5.5
2023-04-23 00:00:00,10,15,84,23160.48,0.0,Electrónica,Oeste,11.1,5.5
2023-04-23 00:00:00,10,16,70,53519.96,2.41,Ropa,Oeste,11.1,5.5
2023-04-23 00:00:00,10,17,21,12315.3,8.57,Electrónica,Oeste,11.1,5.5
2023-04-23 00:00:00,10,18,46,9690.09,11.73,Hogar,Oeste,11.1,5.5
2023-04-23 00:00:00,10,19,42,14304.64,14.67,Electrónica,Oeste,11.1,5.5
2023-04-23 00:00:00,10,20,77,26852.21,0.0,Salud,Oeste,11.1,5.5
2023-04-30 00:00:00,1,1,101,65980.27,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,1,2,78,12172.18,1.56,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,1,3,53,16376.64,4.49,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,1,4,43,4129.72,0.0,Ropa,Oeste,29.3,18.0
2023-04-30 00:00:00,1,5,43,9556.39,17.56,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,1,6,109,17617.16,3.42,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,1,7,67,46045.33,5.79,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,1,8,30,28184.46,0.21,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,1,9,28,21098.4,1.86,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,1,10,75,13812.21,3.47,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,1,11,57,44849.31,0.0,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,1,12,55,22484.89,12.01,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,1,13,29,18297.26,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,1,14,76,60978.35,9.05,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,1,15,94,25917.68,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,1,16,73,54701.11,4.36,Ropa,Oeste,29.3,18.0
2023-04-30 00:00:00,1,17,90,56087.18,2.85,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,1,18,85,18425.36,9.17,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,1,19,67,22669.05,15.24,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,1,20,31,10810.63,0.0,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,2,1,62,40502.74,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,2,2,91,14162.21,1.82,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,2,3,86,26482.34,4.82,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,2,4,94,9027.76,0.0,Ropa,Oeste,29.3,18.0
2023-04-30 00:00:00,2,5,57,12871.4,16.23,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,2,6,79,12868.53,2.66,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,2,7,15,9860.52,9.88,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,2,8,56,50053.22,5.06,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,2,9,64,41485.94,15.57,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,2,10,26,4884.89,1.52,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,2,11,83,65306.89,0.0,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,2,12,55,22907.42,10.36,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,2,13,62,39118.28,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,2,14,100,87861.46,0.4,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,2,15,45,12407.4,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,2,16,49,37314.67,2.8,Ropa,Oeste,29.3,18.0
2023-04-30 00:00:00,2,17,85,54221.42,0.55,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,2,18,67,15344.79,4.04,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,2,19,35,11234.8,19.58,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,2,20,51,17785.23,0.0,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,3,1,50,32663.5,0.0,Electrónica,Este,20.3,8.8
2023-04-30 00:00:00,3,2,56,8743.84,1.5,Alimentos,Este,20.3,8.8
2023-04-30 00:00:00,3,3,84,26624.34,2.03,Alimentos,Este,20.3,8.8
2023-04-30 00:00:00,3,4,65,6242.6,0.0,Ropa,Este,20.3,8.8
2023-04-30 00:00:00,3,5,25,6448.91,4.31,Salud,Este,20.3,8.8
2023-04-30 00:00:00,3,6,70,9651.94,17.61,Hogar,Este,20.3,8.8
2023-04-30 00:00:00,3,7,87,60845.6,4.12,Alimentos,Este,20.3,8.8
2023-04-30 00:00:00,3,8,16,13145.08,12.73,Salud,Este,20.3,8.8
2023-04-30 00:00:00,3,9,80,56918.08,7.33,Hogar,Este,20.3,8.8
2023-04-30 00:00:00,3,10,56,10626.38,0.54,Electrónica,Este,20.3,8.8
2023-04-30 00:00:00,3,11,81,63733.23,0.0,Alimentos,Este,20.3,8.8
2023-04-30 00:00:00,3,12,68,31380.5,0.67,Alimentos,Este,20.3,8.8
2023-04-30 00:00:00,3,13,85,53629.9,0.0,Electrónica,Este,20.3,8.8
2023-04-30 00:00:00,3,14,125,104553.43,5.19,Salud,Este,20.3,8.8
2023-04-30 00:00:00,3,15,40,11028.8,0.0,Electrónica,Este,20.3,8.8
2023-04-30 00:00:00,3,16,18,13694.47,2.89,Ropa,Este,20.3,8.8
2023-04-30 00:00:00,3,17,95,59143.3,2.94,Electrónica,Este,20.3,8.8
2023-04-30 00:00:00,3,18,63,13938.17,7.3,Hogar,Este,20.3,8.8
2023-04-30 00:00:00,3,19,92,34419.52,6.27,Electrónica,Este,20.3,8.8
2023-04-30 00:00:00,3,20,58,20226.34,0.0,Salud,Este,20.3,8.8
2023-04-30 00:00:00,4,1,71,46382.17,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,4,2,113,16373.17,8.59,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,4,3,85,26364.63,4.13,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,4,4,91,8739.64,0.0,Ropa,Centro,30.3,9.4
2023-04-30 00:00:00,4,5,50,12406.23,7.96,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,4,6,56,8976.03,4.22,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,4,7,52,35588.24,6.18,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,4,8,42,36304.52,8.19,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,4,9,29,22098.05,0.75,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,4,10,24,4561.85,0.37,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,4,11,83,65306.89,0.0,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,4,12,98,40632.82,10.76,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,4,13,101,63724.94,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,4,14,16,14078.66,0.26,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,4,15,72,19851.84,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,4,16,51,39026.22,2.33,Ropa,Centro,30.3,9.4
2023-04-30 00:00:00,4,17,68,41867.88,4.01,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,4,18,93,20381.99,8.17,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,4,19,87,28219.18,18.74,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,4,20,75,26154.75,0.0,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,5,1,83,54221.41,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,5,2,28,4229.16,4.72,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,5,3,43,13231.2,4.89,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,5,4,36,3457.44,0.0,Ropa,Oeste,29.3,18.0
2023-04-30 00:00:00,5,5,46,11253.99,9.24,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,5,6,23,3312.44,13.94,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,5,7,27,18976.33,3.65,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,5,8,31,25818.45,11.54,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,5,9,90,66167.22,4.24,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,5,10,39,7371.2,0.94,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,5,11,71,55864.93,0.0,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,5,12,33,13334.49,13.03,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,5,13,80,50475.2,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,5,14,60,47726.96,9.83,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,5,15,73,20127.56,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,5,16,32,24440.59,2.51,Ropa,Oeste,29.3,18.0
2023-04-30 00:00:00,5,17,81,49756.92,4.23,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,5,18,58,12830.48,7.31,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,5,19,64,24822.4,2.83,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,5,20,75,26154.75,0.0,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,6,1,94,61407.38,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,6,2,28,4008.82,9.68,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,6,3,19,5856.54,4.72,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,6,4,37,3553.48,0.0,Ropa,Centro,30.3,9.4
2023-04-30 00:00:00,6,5,78,18576.05,11.65,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,6,6,41,6010.16,12.41,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,6,7,31,21174.92,6.36,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,6,8,83,70615.58,9.63,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,6,9,64,48533.24,1.23,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,6,10,76,13764.48,5.07,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,6,11,65,51143.95,0.0,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,6,12,84,33652.87,13.77,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,6,13,82,51737.08,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,6,14,68,55324.51,7.77,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,6,15,63,17370.36,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,6,16,83,63119.81,2.93,Ropa,Centro,30.3,9.4
2023-04-30 00:00:00,6,17,102,62472.86,4.51,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,6,18,62,13589.88,8.16,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,6,19,16,5618.64,12.02,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,6,20,84,29293.32,0.0,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,7,1,55,35929.85,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,7,2,47,6853.23,8.02,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,7,3,84,25957.11,4.48,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,7,4,61,5858.44,0.0,Ropa,Centro,30.3,9.4
2023-04-30 00:00:00,7,5,64,14308.48,17.06,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,7,6,40,5690.52,14.99,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,7,7,60,43763.8,0.01,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,7,8,81,69376.61,9.02,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,7,9,42,31819.74,1.32,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,7,10,68,12957.72,0.12,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,7,11,86,67667.38,0.0,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,7,12,61,24369.45,14.01,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,7,13,61,38487.34,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,7,14,66,54908.28,5.69,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,7,15,77,21230.44,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,7,16,82,61811.07,3.79,Ropa,Centro,30.3,9.4
2023-04-30 00:00:00,7,17,53,31250.15,8.08,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,7,18,64,14463.5,5.31,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,7,19,22,8761.73,0.23,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,7,20,87,30339.51,0.0,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,8,1,41,26784.07,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,8,2,34,5320.93,1.28,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,8,3,48,14984.11,3.51,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,8,4,79,7587.16,0.0,Ropa,Centro,30.3,9.4
2023-04-30 00:00:00,8,5,27,6644.29,8.71,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,8,6,80,12494.37,6.67,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,8,7,82,54392.49,9.07,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,8,8,29,26074.01,4.5,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,8,9,40,24816.61,19.19,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,8,10,100,18859.18,1.15,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,8,11,57,44849.31,0.0,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,8,12,119,49807.84,9.91,Alimentos,Centro,30.3,9.4
2023-04-30 00:00:00,8,13,71,44796.74,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,8,14,31,27276.41,0.26,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,8,15,50,13786.0,0.0,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,8,16,96,71712.3,4.65,Ropa,Centro,30.3,9.4
2023-04-30 00:00:00,8,17,69,42051.52,4.99,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,8,18,80,17439.84,8.66,Hogar,Centro,30.3,9.4
2023-04-30 00:00:00,8,19,27,8990.17,16.58,Electrónica,Centro,30.3,9.4
2023-04-30 00:00:00,8,20,75,26154.75,0.0,Salud,Centro,30.3,9.4
2023-04-30 00:00:00,9,1,65,42462.55,0.0,Electrónica,Sur,22.3,18.3
2023-04-30 00:00:00,9,2,77,11506.6,5.73,Alimentos,Sur,22.3,18.3
2023-04-30 00:00:00,9,3,101,31604.68,3.28,Alimentos,Sur,22.3,18.3
2023-04-30 00:00:00,9,4,90,8643.6,0.0,Ropa,Sur,22.3,18.3
2023-04-30 00:00:00,9,5,86,18863.37,18.63,Salud,Sur,22.3,18.3
2023-04-30 00:00:00,9,6,36,5811.45,3.54,Hogar,Sur,22.3,18.3
2023-04-30 00:00:00,9,7,86,58266.02,7.12,Alimentos,Sur,22.3,18.3
2023-04-30 00:00:00,9,8,37,30098.27,13.6,Salud,Sur,22.3,18.3
2023-04-30 00:00:00,9,9,83,59517.5,6.6,Hogar,Sur,22.3,18.3
2023-04-30 00:00:00,9,10,33,5760.04,8.51,Electrónica,Sur,22.3,18.3
2023-04-30 00:00:00,9,11,71,55864.93,0.0,Alimentos,Sur,22.3,18.3
2023-04-30 00:00:00,9,12,82,36358.29,4.57,Alimentos,Sur,22.3,18.3
2023-04-30 00:00:00,9,13,47,29654.18,0.0,Electrónica,Sur,22.3,18.3
2023-04-30 00:00:00,9,14,70,59201.51,4.13,Salud,Sur,22.3,18.3
2023-04-30 00:00:00,9,15,69,19024.68,0.0,Electrónica,Sur,22.3,18.3
2023-04-30 00:00:00,9,16,97,72510.3,4.58,Ropa,Sur,22.3,18.3
2023-04-30 00:00:00,9,17,59,35936.1,5.04,Electrónica,Sur,22.3,18.3
2023-04-30 00:00:00,9,18,73,15349.27,11.9,Hogar,Sur,22.3,18.3
2023-04-30 00:00:00,9,19,80,25888.81,18.93,Electrónica,Sur,22.3,18.3
2023-04-30 00:00:00,9,20,57,19877.61,0.0,Salud,Sur,22.3,18.3
2023-04-30 00:00:00,10,1,66,43115.82,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,10,2,64,9275.55,8.57,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,10,3,81,25433.86,2.94,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,10,4,92,8835.68,0.0,Ropa,Oeste,29.3,18.0
2023-04-30 00:00:00,10,5,60,14195.38,12.23,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,10,6,57,9528.67,0.11,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,10,7,21,13823.76,9.76,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,10,8,34,29509.01,7.81,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,10,9,57,42955.74,1.84,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,10,10,33,6107.48,3.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,10,11,93,73175.19,0.0,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,10,12,64,28446.95,4.33,Alimentos,Oeste,29.3,18.0
2023-04-30 00:00:00,10,13,54,34070.76,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,10,14,71,60762.23,2.99,Salud,Oeste,29.3,18.0
2023-04-30 00:00:00,10,15,68,18748.96,0.0,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,10,16,102,78776.78,1.42,Ropa,Oeste,29.3,18.0
2023-04-30 00:00:00,10,17,27,15910.77,8.13,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,10,18,77,16379.43,10.87,Hogar,Oeste,29.3,18.0
2023-04-30 00:00:00,10,19,42,15674.13,6.51,Electrónica,Oeste,29.3,18.0
2023-04-30 00:00:00,10,20,69,24062.37,0.0,Salud,Oeste,29.3,18.0
2023-05-07 00:00:00,1,1,20,13065.4,0.0,Electrónica,Oeste,26.4,0.7
2023-05-07 00:00:00,1,2,53,8356.15,0.54,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,1,3,12,3801.69,2.07,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,1,4,89,8547.56,0.0,Ropa,Oeste,26.4,0.7
2023-05-07 00:00:00,1,5,107,28158.06,2.38,Salud,Oeste,26.4,0.7
2023-05-07 00:00:00,1,6,60,9720.13,3.2,Hogar,Oeste,26.4,0.7
2023-05-07 00:00:00,1,7,36,25134.86,4.29,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,1,8,69,56023.68,13.76,Salud,Oeste,26.4,0.7
2023-05-07 00:00:00,1,9,85,55189.68,15.43,Hogar,Oeste,26.4,0.7
2023-05-07 00:00:00,1,10,59,10296.13,8.53,Electrónica,Oeste,26.4,0.7
2023-05-07 00:00:00,1,11,92,72388.36,0.0,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,1,12,29,11514.0,14.54,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,1,13,68,42903.92,0.0,Electrónica,Oeste,26.4,0.7
2023-05-07 00:00:00,1,14,49,39807.6,7.91,Salud,Oeste,26.4,0.7
2023-05-07 00:00:00,1,15,82,22609.04,0.0,Electrónica,Oeste,26.4,0.7
2023-05-07 00:00:00,1,16,36,27233.26,3.44,Ropa,Oeste,26.4,0.7
2023-05-07 00:00:00,1,17,95,59693.33,2.04,Electrónica,Oeste,26.4,0.7
2023-05-07 00:00:00,1,18,74,15088.47,14.57,Hogar,Oeste,26.4,0.7
2023-05-07 00:00:00,1,19,41,14791.77,9.62,Electrónica,Oeste,26.4,0.7
2023-05-07 00:00:00,1,20,28,9764.44,0.0,Salud,Oeste,26.4,0.7
2023-05-07 00:00:00,2,1,90,58794.3,0.0,Electrónica,Oeste,26.4,0.7
2023-05-07 00:00:00,2,2,111,16843.43,4.28,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,2,3,46,14257.17,4.2,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,2,4,67,6434.68,0.0,Ropa,Oeste,26.4,0.7
2023-05-07 00:00:00,2,5,30,7513.73,7.09,Salud,Oeste,26.4,0.7
2023-05-07 00:00:00,2,6,38,6068.02,4.58,Hogar,Oeste,26.4,0.7
2023-05-07 00:00:00,2,7,76,55120.55,0.57,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,2,8,92,83563.55,3.52,Salud,Oeste,26.4,0.7
2023-05-07 00:00:00,2,9,25,16704.34,12.97,Hogar,Oeste,26.4,0.7
2023-05-07 00:00:00,2,10,34,5992.83,7.62,Electrónica,Oeste,26.4,0.7
2023-05-07 00:00:00,2,11,79,62159.57,0.0,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,2,12,34,14049.36,11.06,Alimentos,Oeste,26.4,0.7
2023-05-07 00:00:00,2,13,97,61201.18,0.0,Electrónica,Oeste,26.4,0.7
